total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month
2412,1661,1,2,6,14,2,29,662,33,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-09-01
2275,1573,4,1,3,5,7,31,613,34,4,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-10-01
2436,1657,0,1,7,11,8,29,687,35,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-11-01
2377,1609,1,0,11,10,8,47,652,36,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-12-01
2224,1526,1,1,5,10,7,26,613,32,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-01-01
2243,1529,0,2,6,13,3,46,602,38,4,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-02-01
2424,1669,1,0,7,11,6,42,647,40,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-03-01
2074,1404,0,1,10,17,2,22,577,39,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-04-01
2076,1426,0,0,4,13,6,31,564,31,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-05-01
2270,1545,2,3,9,16,2,37,620,34,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-06-01
2019,1358,0,1,2,6,5,30,573,42,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-07-01
2076,1414,1,0,8,12,3,33,571,32,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-08-01
1950,1326,0,0,3,14,4,31,523,44,5,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-09-01
2099,1421,0,0,6,20,1,25,592,31,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-10-01
2192,1540,0,1,4,13,5,27,565,35,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-11-01
2061,1413,0,0,2,10,2,33,553,48,0,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-12-01
2299,1537,1,0,6,15,6,34,641,56,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-01-01
2115,1393,1,0,4,12,5,50,592,54,4,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-02-01
2085,1393,2,0,5,13,5,39,589,36,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-03-01
2117,1414,3,0,2,14,5,43,581,54,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-04-01
2020,1364,1,1,2,13,4,39,537,59,0,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-05-01
1968,1329,0,0,7,11,6,29,532,53,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-06-01
2098,1422,3,0,1,15,7,31,563,56,0,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-07-01
1971,1298,4,2,7,15,1,33,537,73,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-08-01
1876,1245,2,0,6,11,4,38,523,44,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-09-01
2085,1360,1,0,3,16,2,40,584,70,9,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-10-01
1887,1281,1,1,3,10,4,28,502,51,6,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-11-01
2020,1346,0,1,6,11,6,30,538,73,9,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-12-01
2049,1409,0,0,3,13,6,26,541,44,7,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-01-01
1806,1217,2,0,3,15,8,27,483,50,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-02-01
1956,1335,3,0,3,12,6,19,518,57,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-03-01
1979,1314,4,1,4,13,1,45,538,56,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-04-01
1803,1238,2,0,3,16,2,19,468,53,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-05-01
1901,1280,1,0,5,20,5,28,501,60,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-06-01
1975,1374,1,0,7,14,1,25,490,61,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-07-01
1859,1188,3,0,1,10,2,30,559,64,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-08-01
2006,1363,5,0,1,17,6,17,521,74,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-09-01
2110,1387,9,1,3,7,1,36,579,85,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-10-01
2251,1506,2,6,5,14,4,34,621,56,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-11-01
2296,1527,3,4,4,11,5,29,636,74,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-12-01
2390,1593,1,1,3,13,5,26,664,80,4,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2026-01-01
1963,1299,1,0,3,11,1,23,571,52,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2026-02-01
5733,3884,3,13,18,33,52,119,1574,28,9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-01-01
5895,3973,8,13,16,35,70,144,1588,43,5,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-02-01
6129,4145,8,11,20,51,44,154,1673,17,6,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-03-01
5729,3921,14,11,15,59,44,139,1497,25,4,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-04-01
5991,4121,11,9,19,41,53,130,1580,23,4,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-05-01
5601,3853,9,8,17,41,40,108,1503,12,10,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-06-01
5224,3636,7,8,18,37,45,105,1359,8,1,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-07-01
5427,3735,3,2,14,28,41,127,1455,15,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01
5564,3826,13,1,17,46,34,113,1488,19,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-09-01
5516,3718,9,3,12,37,31,120,1552,27,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-10-01
5441,3734,13,9,16,35,23,109,1466,28,8,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-11-01
5550,3802,6,10,20,35,51,122,1475,24,5,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-12-01
5588,3873,13,10,18,31,29,126,1465,19,4,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-01-01
5526,3905,11,4,28,37,32,100,1384,20,5,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-02-01
5932,4136,29,10,14,40,54,131,1480,29,9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-03-01
4835,3285,15,4,18,32,48,102,1298,28,5,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-04-01
5120,3543,13,14,9,30,43,126,1307,28,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-05-01
5305,3728,19,7,13,34,58,122,1293,25,6,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-06-01
5010,3531,13,7,16,31,51,124,1207,24,6,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-07-01
4859,3427,22,2,11,37,27,105,1181,39,8,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-08-01
5079,3570,20,4,10,20,44,108,1267,29,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-09-01
5388,3810,20,8,13,37,45,120,1287,46,2,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-10-01
5357,3765,24,5,19,36,43,100,1322,37,6,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-11-01
5043,3608,14,3,15,25,40,119,1181,33,5,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-12-01
5360,3781,22,3,8,36,36,110,1320,39,5,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-01-01
5048,3543,15,2,17,30,30,102,1265,39,5,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-02-01
5096,3604,16,4,17,30,29,106,1233,47,10,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-03-01
4839,3338,18,1,12,42,44,97,1246,32,9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-04-01
5328,3755,7,1,22,31,26,96,1346,42,2,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-05-01
4965,3536,21,5,20,27,32,99,1191,27,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-06-01
5455,3845,15,1,23,26,38,105,1367,31,4,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-07-01
4811,3328,10,3,23,24,37,113,1238,33,2,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-08-01
4715,3285,17,0,25,23,27,97,1200,37,4,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-09-01
5151,3562,12,6,17,37,41,101,1318,49,8,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-10-01
5071,3510,16,3,18,36,36,103,1294,52,3,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-11-01
5047,3495,13,6,23,32,42,102,1258,70,6,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2024-12-01
5101,3614,11,8,20,30,26,100,1243,43,6,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-01-01
5036,3575,13,6,17,29,40,100,1202,47,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-02-01
5108,3657,15,3,16,27,36,95,1202,54,3,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-03-01
4757,3381,10,7,20,37,36,97,1093,73,3,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-04-01
5142,3628,11,5,25,29,49,101,1239,52,3,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-05-01
4898,3435,10,6,27,39,39,80,1200,48,14,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-06-01
5184,3656,8,9,31,38,60,101,1209,65,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-07-01
4429,3103,16,6,19,34,32,66,1100,48,5,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-08-01
5123,3578,1,8,12,32,45,93,1281,66,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-09-01
5250,3665,2,3,29,39,40,84,1283,96,9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-10-01
5041,3547,9,3,23,53,27,89,1196,91,3,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-11-01
5080,3584,10,3,18,39,20,96,1202,102,6,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2025-12-01
5439,3799,10,3,29,34,42,93,1332,96,1,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2026-01-01
5174,3581,7,2,23,45,27,82,1308,91,8,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2026-02-01
2893,2023,0,10,16,12,12,61,741,14,4,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-01-01
2820,1972,3,5,13,21,4,56,726,18,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-02-01
3068,2134,5,4,19,18,9,53,803,20,3,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-03-01
2683,1842,0,9,23,11,13,80,681,20,4,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-04-01
2745,1888,3,8,21,24,10,68,695,23,5,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-05-01
2598,1795,1,13,26,13,11,54,653,31,1,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-06-01
2884,1987,1,6,24,12,18,69,748,17,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-07-01
2425,1652,4,1,25,4,14,63,648,11,3,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-08-01
2720,1892,1,7,23,14,12,48,695,28,0,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-09-01
2582,1794,3,10,26,8,17,69,636,16,3,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-10-01
2452,1731,0,0,13,10,13,47,630,8,0,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-11-01
2490,1748,5,7,28,9,6,51,622,12,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2022-12-01
2440,1743,4,5,6,5,13,55,593,15,1,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-01-01
2233,1559,1,9,22,10,6,33,581,10,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-02-01
2590,1866,0,6,15,14,9,49,614,12,5,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-03-01
2078,1409,1,5,12,10,4,43,573,18,3,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-04-01
2271,1561,0,1,19,6,7,51,604,15,7,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-05-01
2423,1669,6,6,20,25,4,46,616,28,3,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-06-01
2192,1532,9,3,9,12,4,50,553,16,4,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-07-01
2129,1500,2,2,17,13,3,36,539,15,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-08-01
2056,1476,1,4,18,9,9,49,472,16,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-09-01
2243,1574,3,1,11,16,12,45,554,25,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-10-01
2232,1563,5,7,19,7,8,42,566,13,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-11-01
2113,1504,2,4,30,10,6,48,481,25,3,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2023-12-01
2140,1545,4,2,30,4,6,50,470,28,1,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-01-01
1960,1411,1,2,21,8,6,34,450,23,4,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-02-01
2134,1506,4,2,18,12,10,43,513,24,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-03-01
2030,1474,7,3,18,17,3,48,433,24,3,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-04-01
2094,1526,4,1,24,16,7,26,472,16,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-05-01
1920,1349,2,1,26,12,10,21,469,27,3,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-06-01
2118,1501,4,1,26,21,6,36,474,44,5,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-07-01
1889,1335,0,2,28,21,7,47,428,18,3,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-08-01
1990,1388,1,7,22,19,4,42,479,23,5,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-09-01
2048,1467,1,11,20,14,6,44,462,22,1,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-10-01
1955,1385,6,13,26,18,5,36,444,17,5,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-11-01
2025,1420,2,4,23,16,10,43,475,28,4,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2024-12-01
2198,1542,1,3,19,25,10,27,549,20,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-01-01
1799,1267,3,6,14,11,6,34,435,17,6,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-02-01
1921,1362,1,10,11,15,4,30,467,20,1,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-03-01
1868,1322,1,7,19,20,4,29,442,22,2,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-04-01
2035,1441,2,14,19,18,4,34,485,10,8,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-05-01
1926,1387,2,1,28,19,2,41,426,16,4,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-06-01
1837,1294,1,2,16,24,8,39,428,24,1,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-07-01
1698,1168,3,9,21,18,2,23,423,28,3,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-08-01
2095,1504,1,15,24,22,2,43,466,14,4,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-09-01
2020,1448,5,3,18,17,3,28,466,31,1,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-10-01
2090,1487,3,9,19,22,6,32,483,28,1,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-11-01
2108,1508,2,3,26,32,7,44,455,25,6,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2025-12-01
2117,1519,3,2,13,22,3,28,511,16,0,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2026-01-01
1914,1356,4,3,20,19,3,23,460,22,4,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2026-02-01
11513,7479,3,6,52,70,20,174,3544,150,15,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-01-01
11192,7197,3,8,41,59,16,162,3526,163,17,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-02-01
12371,7946,4,7,52,67,22,173,3895,176,29,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-03-01
10687,6873,6,8,28,63,25,159,3379,132,14,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-04-01
11413,7357,2,2,41,64,23,178,3578,150,18,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-05-01
10884,7035,2,4,59,54,23,156,3394,135,22,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-06-01
10311,6599,1,2,61,45,21,137,3321,106,18,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-07-01
10705,6847,2,5,56,63,18,135,3432,131,16,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-08-01
11234,7096,2,6,51,49,23,137,3714,145,11,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-09-01
10680,6780,4,4,47,58,23,152,3465,136,11,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-10-01
11546,7480,6,3,49,61,23,151,3607,145,21,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-11-01
11410,7389,7,5,66,63,32,133,3552,144,19,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2022-12-01
11310,7414,2,1,61,64,23,105,3494,120,26,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-01-01
10384,6706,0,6,40,61,20,117,3294,122,18,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-02-01
11652,7553,2,5,62,64,19,139,3636,151,21,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-03-01
9649,6212,1,7,42,65,24,129,3005,148,16,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-04-01
10650,6940,0,5,53,74,20,139,3253,152,14,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-05-01
10327,6737,0,6,40,75,15,137,3077,228,12,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-06-01
10330,6671,3,3,37,63,16,139,3182,197,19,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-07-01
10238,6669,4,5,41,65,28,111,3091,211,13,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-08-01
10040,6408,3,2,39,73,28,110,3161,199,17,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-09-01
10298,6592,6,6,48,74,18,154,3109,268,23,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-10-01
10546,6829,4,8,59,71,23,124,3167,249,12,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-11-01
10463,6765,6,4,45,61,19,142,3119,270,32,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2023-12-01
10954,7143,1,5,33,46,25,151,3227,299,24,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2024-01-01
10617,6818,3,6,44,74,21,115,3248,268,20,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2024-02-01
10687,6859,2,4,38,65,14,125,3302,263,15,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2024-03-01
10437,6813,5,5,31,64,21,139,3088,255,16,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2024-04-01
10574,6935,6,8,37,66,21,139,3129,217,16,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2024-05-01
9975,6482,5,5,40,50,29,111,3010,225,18,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2024-06-01
10710,6910,7,8,35,64,22,148,3189,314,13,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2024-07-01
