total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month
2423,1654,0,0,8,22,5,38,676,10,10,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,2026-01-01
2370,1646,2,0,6,31,6,35,639,3,2,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,2026-02-01
4093,2838,1,2,9,27,10,107,1060,34,5,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-01-01
6260,3993,1,5,15,28,26,149,2017,23,3,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-02-01
5071,3189,0,1,11,37,21,111,1633,63,5,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-03-01
4150,2750,1,0,11,24,12,73,1234,42,3,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-04-01
4294,2861,3,1,7,42,15,89,1235,40,1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-05-01
4803,3046,1,0,13,30,14,103,1528,58,10,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-06-01
4828,3209,1,2,10,27,15,136,1379,45,4,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-07-01
4744,3134,4,5,10,35,14,114,1383,42,3,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-08-01
3927,2650,2,6,7,28,10,109,1086,25,4,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-09-01
5807,3750,1,0,17,45,14,148,1794,32,6,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-10-01
4859,3236,3,0,12,34,21,111,1376,60,6,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-11-01
5047,3348,4,4,12,33,16,122,1443,60,5,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2022-12-01
4485,2974,3,1,11,27,23,137,1234,68,7,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-01-01
4034,2691,4,2,10,34,11,169,1055,52,6,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-02-01
4179,2906,7,2,8,12,17,87,1085,49,6,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-03-01
3475,2433,1,1,9,9,18,73,878,45,8,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-04-01
3920,2771,2,0,7,17,16,67,983,53,4,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-05-01
3733,2664,7,0,9,8,11,73,900,56,5,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-06-01
3856,2724,4,0,9,17,18,79,959,40,6,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-07-01
3586,2448,2,2,7,21,24,79,947,48,8,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-08-01
4077,2807,3,0,10,14,16,68,1109,47,3,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-09-01
3981,2760,7,1,19,19,19,83,1024,39,10,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-10-01
4162,2887,5,3,12,20,20,77,1079,53,6,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-11-01
3902,2704,3,2,12,15,15,93,996,53,9,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2023-12-01
4137,2870,1,1,14,27,15,86,1052,63,8,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-01-01
3799,2636,4,0,11,9,12,59,998,62,8,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-02-01
3676,2548,5,3,12,20,12,79,933,52,12,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-03-01
3504,2410,2,0,11,23,14,70,932,31,11,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-04-01
3662,2568,5,0,9,15,13,58,944,41,9,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-05-01
3491,2424,5,1,11,16,7,66,927,27,7,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-06-01
3975,2783,2,3,13,14,20,46,1050,34,10,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-07-01
4372,2994,5,2,14,26,21,66,1178,53,13,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-08-01
3768,2601,4,2,12,24,9,51,1009,47,9,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-09-01
4061,2793,3,0,11,25,18,70,1068,62,11,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-10-01
3672,2532,2,2,16,22,13,53,958,67,7,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-11-01
3632,2543,4,3,14,26,18,52,906,57,9,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2024-12-01
4094,2857,3,3,14,19,22,61,1027,81,7,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-01-01
3840,2646,4,2,17,28,26,57,998,54,8,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-02-01
3672,2501,5,2,11,13,30,71,969,68,2,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-03-01
3994,2782,2,1,22,16,22,38,1028,77,6,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-04-01
3596,2457,4,1,30,22,23,63,924,62,10,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-05-01
4377,3023,4,1,11,33,20,46,1163,70,6,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-06-01
4373,3042,4,0,11,30,26,57,1118,76,9,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-07-01
3497,2447,1,0,11,15,26,41,893,57,6,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-08-01
4463,3093,3,3,12,16,19,51,1198,62,6,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-09-01
5077,3580,2,1,14,27,21,70,1308,47,7,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-10-01
4119,2819,3,1,11,33,28,51,1104,64,5,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-11-01
4749,3321,1,0,21,43,17,56,1217,68,5,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2025-12-01
4793,3410,2,3,16,27,22,60,1176,70,7,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2026-01-01
4546,3175,4,0,10,29,26,63,1186,45,8,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2026-02-01
1976,1355,0,1,4,12,6,41,541,12,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-01-01
1902,1302,0,1,4,8,6,42,523,14,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-02-01
2384,1610,0,3,6,13,10,60,658,23,1,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-03-01
1918,1283,3,5,6,8,6,48,539,15,5,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-04-01
2118,1460,0,2,6,7,7,47,575,11,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-05-01
1936,1290,0,1,5,6,6,42,574,9,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-06-01
1832,1245,0,1,7,2,2,44,507,17,7,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-07-01
1960,1345,0,3,6,4,5,38,534,21,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-08-01
1884,1306,0,1,1,3,3,43,503,22,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-09-01
1784,1239,1,2,4,9,5,34,466,21,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-10-01
1800,1220,1,3,3,6,7,34,504,21,1,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-11-01
1977,1323,0,1,10,14,8,43,548,21,9,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2022-12-01
1931,1324,0,1,10,6,4,38,519,25,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-01-01
1712,1155,0,0,6,10,2,40,470,25,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-02-01
1970,1354,1,4,6,6,1,44,533,19,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-03-01
1710,1159,0,3,5,3,4,35,466,34,1,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-04-01
1826,1267,2,3,5,5,2,22,487,29,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-05-01
1768,1207,3,5,4,7,3,38,456,40,5,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-06-01
1735,1207,1,1,3,3,1,41,444,31,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-07-01
1719,1180,0,3,4,5,9,27,449,36,6,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-08-01
1709,1162,1,3,3,15,2,44,435,42,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-09-01
1701,1191,1,4,2,2,2,40,421,34,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-10-01
1742,1220,0,1,6,6,2,34,439,30,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-11-01
1730,1215,0,1,3,5,4,32,436,30,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2023-12-01
1761,1246,2,0,5,8,3,37,416,40,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-01-01
1663,1174,1,1,3,6,3,23,406,42,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-02-01
1744,1200,1,1,8,8,2,34,443,39,8,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-03-01
1633,1118,1,2,7,13,0,49,410,31,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-04-01
1610,1107,1,1,9,9,3,42,398,37,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-05-01
1512,1068,2,2,6,7,1,27,375,22,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-06-01
1656,1151,4,1,4,10,3,34,422,25,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-07-01
1568,1075,3,1,2,8,2,32,428,14,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-08-01
1543,1093,1,0,3,5,4,39,379,16,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-09-01
1576,1109,1,3,4,4,7,27,387,31,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-10-01
1562,1103,2,0,2,6,5,24,397,21,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-11-01
1672,1184,1,2,7,5,4,33,403,29,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2024-12-01
1578,1128,0,1,10,7,1,35,371,24,1,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-01-01
1460,999,0,1,6,7,3,38,373,33,0,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-02-01
1611,1127,0,0,4,2,4,39,403,29,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-03-01
1567,1073,0,2,3,9,4,39,404,31,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-04-01
1546,1099,0,1,11,8,5,36,352,32,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-05-01
1642,1207,0,3,5,6,7,20,363,25,6,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-06-01
1642,1134,0,2,6,9,1,36,434,18,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-07-01
1553,1090,2,1,5,6,6,36,380,23,4,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-08-01
1670,1136,0,3,7,5,1,35,453,24,6,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-09-01
1761,1258,1,1,4,10,5,40,403,36,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-10-01
1626,1080,1,1,8,15,6,29,441,38,7,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-11-01
1758,1250,0,2,11,17,3,43,402,28,2,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2025-12-01
1817,1254,1,2,10,8,4,29,464,42,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2026-01-01
1715,1157,1,0,6,13,7,18,470,40,3,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",2026-02-01
1788,1215,0,1,15,10,4,31,457,48,7,NHS SOMERSET INTEGRATED CARE BOARD,2022-01-01
1548,1048,0,2,9,8,5,26,417,30,3,NHS SOMERSET INTEGRATED CARE BOARD,2022-02-01
1782,1196,0,1,8,9,5,23,501,36,3,NHS SOMERSET INTEGRATED CARE BOARD,2022-03-01
1608,1090,1,0,13,7,2,17,436,37,5,NHS SOMERSET INTEGRATED CARE BOARD,2022-04-01
1474,1032,0,1,11,14,1,17,378,16,4,NHS SOMERSET INTEGRATED CARE BOARD,2022-05-01
1575,1107,0,0,5,5,2,25,410,18,3,NHS SOMERSET INTEGRATED CARE BOARD,2022-06-01
1324,894,0,0,5,6,4,25,373,15,2,NHS SOMERSET INTEGRATED CARE BOARD,2022-07-01
1303,882,0,1,10,5,0,20,337,46,2,NHS SOMERSET INTEGRATED CARE BOARD,2022-08-01
1344,911,0,0,12,6,10,13,353,34,5,NHS SOMERSET INTEGRATED CARE BOARD,2022-09-01
1367,949,0,4,13,10,1,16,343,27,4,NHS SOMERSET INTEGRATED CARE BOARD,2022-10-01
1448,986,0,0,14,5,3,28,371,38,3,NHS SOMERSET INTEGRATED CARE BOARD,2022-11-01
1400,998,1,1,12,12,2,16,327,28,3,NHS SOMERSET INTEGRATED CARE BOARD,2022-12-01
1334,931,0,4,3,7,0,16,344,20,9,NHS SOMERSET INTEGRATED CARE BOARD,2023-01-01
1159,817,0,1,4,10,2,16,276,27,6,NHS SOMERSET INTEGRATED CARE BOARD,2023-02-01
1409,967,0,1,7,4,3,18,368,38,3,NHS SOMERSET INTEGRATED CARE BOARD,2023-03-01
1106,758,0,2,6,8,4,18,275,34,1,NHS SOMERSET INTEGRATED CARE BOARD,2023-04-01
1159,797,0,0,3,8,3,13,292,38,5,NHS SOMERSET INTEGRATED CARE BOARD,2023-05-01
1026,714,0,3,5,3,3,11,257,30,0,NHS SOMERSET INTEGRATED CARE BOARD,2023-06-01
1082,729,1,1,7,9,3,12,274,42,4,NHS SOMERSET INTEGRATED CARE BOARD,2023-07-01
1036,688,0,2,12,4,3,20,269,35,3,NHS SOMERSET INTEGRATED CARE BOARD,2023-08-01
1100,758,0,0,7,7,1,21,279,27,0,NHS SOMERSET INTEGRATED CARE BOARD,2023-09-01
1128,760,0,0,11,4,2,22,296,30,3,NHS SOMERSET INTEGRATED CARE BOARD,2023-10-01
1047,722,0,2,4,14,0,19,265,20,1,NHS SOMERSET INTEGRATED CARE BOARD,2023-11-01
998,713,0,0,7,3,4,20,234,17,0,NHS SOMERSET INTEGRATED CARE BOARD,2023-12-01
1057,764,0,2,3,4,2,6,245,30,1,NHS SOMERSET INTEGRATED CARE BOARD,2024-01-01
1002,684,0,2,7,9,3,15,253,27,2,NHS SOMERSET INTEGRATED CARE BOARD,2024-02-01
1016,724,0,2,4,7,2,17,235,25,0,NHS SOMERSET INTEGRATED CARE BOARD,2024-03-01
934,620,2,1,11,7,3,20,242,25,3,NHS SOMERSET INTEGRATED CARE BOARD,2024-04-01
994,669,1,4,5,6,10,14,265,18,2,NHS SOMERSET INTEGRATED CARE BOARD,2024-05-01
895,633,0,0,8,7,2,8,223,12,2,NHS SOMERSET INTEGRATED CARE BOARD,2024-06-01
918,648,0,0,11,2,2,11,210,29,5,NHS SOMERSET INTEGRATED CARE BOARD,2024-07-01
837,610,0,0,4,5,2,3,199,12,2,NHS SOMERSET INTEGRATED CARE BOARD,2024-08-01
826,607,0,2,7,7,1,9,187,5,1,NHS SOMERSET INTEGRATED CARE BOARD,2024-09-01
919,680,0,2,9,4,1,12,204,7,0,NHS SOMERSET INTEGRATED CARE BOARD,2024-10-01
833,608,0,1,9,4,1,12,187,11,0,NHS SOMERSET INTEGRATED CARE BOARD,2024-11-01
1046,778,0,1,13,3,1,17,221,11,1,NHS SOMERSET INTEGRATED CARE BOARD,2024-12-01
1017,698,1,1,5,10,0,22,252,26,2,NHS SOMERSET INTEGRATED CARE BOARD,2025-01-01
903,639,4,1,10,7,5,13,211,11,2,NHS SOMERSET INTEGRATED CARE BOARD,2025-02-01
983,699,2,0,12,3,1,13,239,11,3,NHS SOMERSET INTEGRATED CARE BOARD,2025-03-01
808,563,5,0,9,8,0,10,204,8,1,NHS SOMERSET INTEGRATED CARE BOARD,2025-04-01
902,662,1,1,5,5,1,8,207,11,1,NHS SOMERSET INTEGRATED CARE BOARD,2025-05-01
858,640,4,2,5,4,2,9,164,24,4,NHS SOMERSET INTEGRATED CARE BOARD,2025-06-01
919,642,7,2,13,1,1,8,219,22,4,NHS SOMERSET INTEGRATED CARE BOARD,2025-07-01
795,559,2,0,11,3,1,4,199,16,0,NHS SOMERSET INTEGRATED CARE BOARD,2025-08-01
871,617,6,2,5,5,4,8,210,13,1,NHS SOMERSET INTEGRATED CARE BOARD,2025-09-01
998,725,2,1,8,8,0,12,226,15,1,NHS SOMERSET INTEGRATED CARE BOARD,2025-10-01
881,573,8,0,12,5,2,13,251,15,2,NHS SOMERSET INTEGRATED CARE BOARD,2025-11-01
1083,741,5,1,9,4,3,17,273,25,5,NHS SOMERSET INTEGRATED CARE BOARD,2025-12-01
972,692,4,1,5,8,2,9,232,19,0,NHS SOMERSET INTEGRATED CARE BOARD,2026-01-01
976,696,5,0,18,7,4,12,207,26,1,NHS SOMERSET INTEGRATED CARE BOARD,2026-02-01
8218,5263,12,5,25,37,45,171,2628,14,18,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-01-01
7646,4939,3,3,21,36,36,187,2385,17,19,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-02-01
8963,5898,17,3,20,38,46,186,2713,24,18,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-03-01
7609,4921,5,2,23,30,37,161,2402,16,12,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-04-01
8163,5273,8,2,33,32,39,197,2545,19,15,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-05-01
7784,5162,5,0,27,34,33,163,2333,14,13,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-06-01
7365,4793,7,4,19,33,21,173,2296,9,10,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-07-01
7251,4650,9,7,14,31,22,172,2313,19,14,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-08-01
7686,5088,13,16,25,29,29,163,2291,19,13,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-09-01
8089,5296,9,7,18,39,31,172,2484,21,12,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-10-01
8258,5320,12,10,23,50,42,176,2570,39,16,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-11-01
7253,4828,15,5,22,33,26,155,2116,42,11,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2022-12-01
8411,5499,9,9,27,44,27,184,2559,43,10,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-01-01
7390,4879,9,2,29,37,23,140,2230,31,10,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-02-01
8711,5729,10,9,34,39,29,134,2664,44,19,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-03-01
6906,4553,4,9,15,22,29,139,2088,33,14,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-04-01
7737,4988,7,13,21,38,29,151,2441,31,18,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-05-01
7570,4945,8,5,22,35,19,163,2326,30,17,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-06-01
7670,4930,5,6,28,42,26,153,2408,43,29,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-07-01
7628,5033,6,4,23,35,21,151,2301,27,27,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-08-01
6890,4524,8,5,18,25,17,109,2128,41,15,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-09-01
7199,4708,4,8,22,42,39,140,2161,56,19,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-10-01
7908,5104,10,6,25,46,19,165,2454,60,19,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-11-01
7299,4814,7,11,25,50,29,173,2134,34,22,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2023-12-01
8041,5139,4,6,24,71,20,168,2518,67,24,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-01-01
7394,4740,2,10,31,43,22,158,2297,66,25,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-02-01
7424,4836,9,7,32,61,19,151,2251,33,25,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-03-01
7791,5137,7,9,28,60,24,152,2306,55,13,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-04-01
7613,4943,9,7,35,62,18,155,2288,79,17,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-05-01
7108,4556,10,7,27,55,34,142,2182,79,16,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-06-01
7677,4899,5,9,23,70,35,134,2380,108,14,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-07-01
6894,4390,2,7,21,50,16,142,2127,124,15,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-08-01
7140,4533,4,5,20,53,31,143,2215,120,16,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-09-01
7709,4968,7,6,18,65,23,146,2343,122,11,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-10-01
7339,4705,10,5,18,58,22,132,2237,129,23,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-11-01
7471,4761,3,17,26,59,32,138,2269,147,19,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-12-01
7630,4956,7,14,28,31,31,121,2320,112,10,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-01-01
6836,4331,8,4,12,44,20,118,2172,105,22,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-02-01
7341,4722,13,14,19,46,25,116,2275,91,20,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-03-01
7433,4754,11,15,16,57,21,109,2356,84,10,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-04-01
7332,4707,12,10,21,56,20,110,2325,58,13,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-05-01
7879,5075,9,15,25,58,19,120,2484,64,10,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-06-01
7791,4992,7,7,15,42,28,118,2492,76,14,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-07-01
7132,4499,10,2,16,55,18,120,2338,61,13,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-08-01
7797,4960,7,10,23,55,25,136,2511,57,13,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-09-01
7753,4991,9,5,22,51,24,123,2441,73,14,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-10-01
7280,4687,9,3,21,54,22,132,2263,78,11,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-11-01
7816,5030,15,2,23,47,29,123,2455,76,16,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-12-01
7810,4921,13,3,22,50,28,126,2515,117,15,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2026-01-01
7315,4648,10,0,19,62,22,121,2308,108,17,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2026-02-01
5997,3922,15,2,24,25,37,182,1725,61,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-01-01
5843,3837,12,5,23,29,36,160,1672,61,8,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-02-01
6567,4323,11,5,24,27,48,202,1873,48,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-03-01
5534,3635,13,2,20,22,25,161,1590,60,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-04-01
6118,4087,16,7,30,33,40,176,1658,68,3,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-05-01
5704,3830,11,7,32,24,45,162,1539,51,3,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-06-01
5462,3677,14,4,13,26,31,155,1497,38,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-07-01
5311,3568,16,6,15,18,33,148,1486,19,2,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-08-01
5418,3761,5,0,6,21,29,159,1418,12,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-09-01
5623,3863,8,5,18,21,50,150,1485,21,2,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-10-01
